gid,val,emd_cd,emd_nm
라라136663,,46230330,옥곡면
라라122616,,46230250,광양읍
라라108719,,46230320,옥룡면
라라202680,,46230340,진상면
라라206606,,46230110,금호동
라라125562,,,
라라162711,,46230340,진상면
라라028764,,46230310,봉강면
라라144689,,46230330,옥곡면
라라157656,,46230330,옥곡면
라라082592,,46230250,광양읍
라라174709,,46230340,진상면
라라126612,,46230104,성황동
라라190586,,46230110,금호동
라라098614,,46230250,광양읍
라라080715,,46230320,옥룡면
라라124651,,46230250,광양읍
라라175587,,46230106,중동
라라210731,,46230360,다압면
라라195646,,46230330,옥곡면
라라108735,,46230320,옥룡면
라라036781,,46230310,봉강면
라라118781,,46230340,진상면
라라133761,,46230340,진상면
라라158569,,46230103,도이동
라라228680,,46230350,진월면
라라119826,,46230360,다압면
라라227599,,46230109,태인동
라라080720,,46230320,옥룡면
라라042759,,46230310,봉강면
라라199636,,46230108,광영동
라라191629,,46230108,광영동
라라086759,,46230320,옥룡면
라라170723,,46230340,진상면
라라146740,,46230340,진상면
라라110865,,46230360,다압면
라라197661,,46230340,진상면
라라083797,,46230320,옥룡면
라라102666,,46230320,옥룡면
라라105626,,46230250,광양읍
라라147805,,46230360,다압면
라라076626,,46230250,광양읍
라라163818,,46230360,다압면
라라093716,,46230320,옥룡면
라라125836,,46230360,다압면
라라138658,,46230330,옥곡면
라라084663,,46230310,봉강면
라라113772,,46230320,옥룡면
라라133643,,46230250,광양읍
라라157759,,46230340,진상면
라라054617,,46230250,광양읍
라라079587,,46230250,광양읍
라라141742,,46230340,진상면
라라141668,,46230330,옥곡면
라라215717,,46230340,진상면
라라151577,,46230103,도이동
라라160620,,46230104,성황동
라라235675,,46230350,진월면
라라163815,,46230360,다압면
라라144681,,46230330,옥곡면
라라088613,,46230250,광양읍
라라090800,,46230320,옥룡면
라라095808,,46230360,다압면
라라237718,,46230350,진월면
라라085702,,46230310,봉강면
라라154721,,46230340,진상면
라라219703,,46230340,진상면
라라169785,,46230360,다압면
라라040780,,46230310,봉강면
라라115742,,46230320,옥룡면
라라156588,,46230103,도이동
라라140806,,46230360,다압면
라라214656,,46230350,진월면
라라112868,,46230360,다압면
라라159668,,46230330,옥곡면
라라143567,,46230103,도이동
라라223586,,46230110,금호동
라라105842,,46230360,다압면
라라126782,,46230340,진상면
라라086671,,46230310,봉강면
라라226604,,46230109,태인동
라라249576,,46230110,금호동
라라102806,,46230360,다압면
라라225584,,46230110,금호동
라라131665,,46230250,광양읍
라라049738,,46230310,봉강면
라라141697,,46230330,옥곡면
라라188729,,46230340,진상면
라라239699,,46230350,진월면
라라076621,,46230250,광양읍
라라184695,,46230340,진상면
라라219689,,46230350,진월면
라라029759,,46230310,봉강면
라라179594,,46230106,중동
라라208748,,46230360,다압면
라라115812,,46230360,다압면
라라208576,,46230110,금호동
라라090611,,46230250,광양읍
라라154808,,46230360,다압면
라라158731,,46230340,진상면
라라120796,,46230340,진상면
라라122740,,46230320,옥룡면
라라095564,,46230250,광양읍
라라138645,,46230250,광양읍
라라051706,,46230310,봉강면
라라080683,,46230310,봉강면
라라144579,,46230102,황길동
라라065762,,46230310,봉강면
라라088758,,46230320,옥룡면
라라185758,,46230360,다압면
라라080724,,46230320,옥룡면
라라189712,,46230340,진상면
라라060780,,46230310,봉강면
라라084591,,46230250,광양읍
라라244718,,46230350,진월면
라라108596,,46230250,광양읍
라라215589,,46230110,금호동
라라216602,,46230110,금호동
라라117702,,46230320,옥룡면
라라214654,,46230350,진월면
라라060621,,46230250,광양읍
라라162634,,46230105,중군동
라라092605,,46230250,광양읍
라라064641,,46230250,광양읍
라라215725,,46230350,진월면
라라075729,,46230310,봉강면
라라085663,,46230310,봉강면
라라169583,,46230103,도이동
라라174607,,46230106,중동
라라129694,,46230330,옥곡면
라라041759,,46230310,봉강면
라라222651,,46230350,진월면
라라048767,,46230310,봉강면
라라071638,,46230250,광양읍
라라125810,,46230360,다압면
라라129807,,46230360,다압면
라라174741,,46230340,진상면
라라167590,,46230103,도이동
라라120644,,46230250,광양읍
라라234599,,46230109,태인동
라라166685,,46230330,옥곡면
라라242564,,46230110,금호동
라라033737,,46230310,봉강면
라라204689,,46230340,진상면
라라129601,,46230104,성황동
라라146704,,46230330,옥곡면
라라117777,,46230340,진상면
라라180644,,46230330,옥곡면
라라110796,,46230360,다압면
라라235652,,46230350,진월면
라라113862,,46230360,다압면
라라101802,,46230360,다압면
라라134600,,46230102,황길동
라라112810,,46230360,다압면
라라221677,,46230350,진월면
라라176771,,46230360,다압면
라라185670,,46230330,옥곡면
라라136601,,46230102,황길동
라라186778,,46230360,다압면
라라192654,,46230330,옥곡면
라라154710,,46230340,진상면
라라090647,,46230250,광양읍
라라122705,,46230320,옥룡면
라라247587,,46230110,금호동
라라065620,,46230250,광양읍
라라142744,,46230340,진상면
라라059740,,46230310,봉강면
라라101784,,46230320,옥룡면
라라106828,,46230360,다압면
라라088641,,46230250,광양읍
라라143769,,46230340,진상면
라라127838,,46230360,다압면
라라139755,,46230340,진상면
라라068696,,46230310,봉강면
라라075616,,46230250,광양읍
라라128626,,46230250,광양읍
라라151668,,46230330,옥곡면
라라226697,,46230350,진월면
라라191581,,46230110,금호동
라라085570,,46230250,광양읍
라라069641,,46230250,광양읍
라라150638,,46230105,중군동
라라172693,,46230330,옥곡면
라라239714,,46230350,진월면
라라170719,,46230340,진상면
라라197713,,46230340,진상면
라라049727,,46230310,봉강면
라라228693,,46230350,진월면
라라066789,,46230310,봉강면
라라086739,,46230320,옥룡면
라라115832,,46230360,다압면
라라111618,,46230250,광양읍
라라145627,,46230105,중군동
라라166666,,46230330,옥곡면
라라089618,,46230250,광양읍
라라163644,,46230330,옥곡면
라라233631,,46230350,진월면
라라118743,,46230320,옥룡면
라라166761,,46230340,진상면
라라114721,,46230320,옥룡면
라라143765,,46230340,진상면
라라128677,,46230320,옥룡면
라라110709,,46230320,옥룡면
라라201640,,46230330,옥곡면
라라237658,,46230350,진월면
라라092667,,46230320,옥룡면
라라235677,,46230350,진월면
라라156649,,46230330,옥곡면
라라139580,,46230102,황길동
라라225650,,46230350,진월면
라라086791,,46230320,옥룡면
라라110761,,46230320,옥룡면
라라171741,,46230340,진상면
라라149579,,46230102,황길동
라라169744,,46230340,진상면
라라147833,,46230360,다압면
라라045640,,46230250,광양읍
라라147570,,46230102,황길동
라라177789,,46230360,다압면
라라234580,,46230110,금호동
라라165591,,46230103,도이동
라라033777,,46230310,봉강면
라라170774,,46230360,다압면
라라074671,,46230310,봉강면
라라095793,,46230320,옥룡면
라라169575,,46230103,도이동
라라244621,,46230109,태인동
라라191710,,46230340,진상면
라라223738,,46230360,다압면
라라247585,,46230110,금호동
라라170706,,46230340,진상면
라라166793,,46230360,다압면
라라107616,,46230250,광양읍
라라144802,,46230360,다압면
라라126840,,46230360,다압면
라라114832,,46230360,다압면
라라132583,,46230102,황길동
라라236732,,46230350,진월면
라라097599,,46230250,광양읍
라라120744,,46230320,옥룡면
라라134623,,46230250,광양읍
라라223592,,46230110,금호동
라라134745,,46230340,진상면
라라185729,,46230340,진상면
라라232644,,46230350,진월면
라라058645,,46230310,봉강면
라라028779,,46230310,봉강면
라라082610,,46230250,광양읍
라라135713,,46230340,진상면
라라099778,,46230320,옥룡면
라라125595,,46230102,황길동
라라136609,,46230104,성황동
라라232595,,46230110,금호동
라라096838,,46230360,다압면
라라233703,,46230350,진월면
라라136766,,46230340,진상면
라라165592,,46230103,도이동
라라207714,,46230340,진상면
라라069623,,46230250,광양읍
라라232685,,46230350,진월면
라라116820,,46230360,다압면
라라123642,,46230250,광양읍
라라048734,,46230310,봉강면
라라082796,,46230320,옥룡면
라라124638,,46230250,광양읍
라라201682,,46230340,진상면
라라113793,,46230360,다압면
라라230624,,46230109,태인동
라라161632,,46230105,중군동
라라165814,,46230360,다압면
라라127732,,46230320,옥룡면
라라053775,,46230310,봉강면
라라188654,,46230330,옥곡면
라라158574,,46230103,도이동
라라241715,,46230350,진월면
라라103582,,46230250,광양읍
라라197590,,46230110,금호동
라라104684,,46230320,옥룡면
라라209688,,46230340,진상면
라라144709,,46230340,진상면
라라124806,,46230360,다압면
라라175657,,46230330,옥곡면
라라135788,,46230340,진상면
라라139613,,46230104,성황동
라라127712,,46230320,옥룡면
라라173753,,46230340,진상면
라라078742,,46230320,옥룡면
라라064743,,46230310,봉강면
라라099651,,46230250,광양읍
라라186643,,46230330,옥곡면
라라111604,,46230250,광양읍
라라112854,,46230360,다압면
라라181710,,46230340,진상면
라라118655,,46230250,광양읍
라라158691,,46230330,옥곡면
라라162807,,46230360,다압면
라라077718,,46230320,옥룡면
라라109869,,46230360,다압면
라라102686,,46230320,옥룡면
라라242662,,46230350,진월면
라라150815,,46230360,다압면
라라213588,,46230110,금호동
라라097778,,46230320,옥룡면
라라126653,,46230250,광양읍
라라185703,,46230340,진상면
라라240589,,46230110,금호동
라라145694,,46230330,옥곡면
라라202609,,46230110,금호동
라라243623,,46230109,태인동
라라114720,,46230320,옥룡면
라라133586,,46230102,황길동
라라174658,,46230330,옥곡면
라라089659,,46230250,광양읍
라라112757,,46230320,옥룡면
라라237573,,46230110,금호동
라라169631,,46230104,성황동
라라132645,,46230250,광양읍
라라207627,,46230108,광영동
라라166576,,46230103,도이동
라라151693,,46230330,옥곡면
라라163592,,46230103,도이동
라라071734,,46230310,봉강면
라라077655,,46230250,광양읍
라라108860,,46230360,다압면
라라091699,,46230320,옥룡면
라라159742,,46230340,진상면
라라109793,,46230360,다압면
라라130618,,46230250,광양읍
라라167586,,46230103,도이동
라라168789,,46230360,다압면
라라042779,,46230310,봉강면
라라058713,,46230310,봉강면
라라151774,,46230340,진상면
라라143618,,46230105,중군동
라라064623,,46230250,광양읍
라라102662,,46230320,옥룡면
라라108778,,46230320,옥룡면
라라148572,,46230102,황길동
라라095690,,46230320,옥룡면
라라106650,,46230250,광양읍
라라200752,,46230360,다압면
라라243601,,46230109,태인동
라라123605,,46230250,광양읍
라라252664,,46230350,진월면
라라121672,,46230320,옥룡면
라라238664,,46230350,진월면
라라049725,,46230310,봉강면
라라101683,,46230320,옥룡면
라라117615,,46230250,광양읍
라라232607,,46230109,태인동
라라130600,,46230102,황길동
라라139703,,46230330,옥곡면
라라152574,,46230103,도이동
라라219572,,46230110,금호동
라라188641,,46230330,옥곡면
라라249574,,46230110,금호동
라라256673,,46230350,진월면
라라050734,,46230310,봉강면
라라145845,,46230360,다압면
라라177626,,46230107,마동
라라111744,,46230320,옥룡면
라라258674,,46230350,진월면
라라185770,,46230360,다압면
라라026756,,46230310,봉강면
라라103785,,46230320,옥룡면
라라245681,,46230350,진월면
라라188576,,46230110,금호동
라라203612,,46230110,금호동
라라109787,,46230320,옥룡면
라라163789,,46230360,다압면
라라259685,,46230350,진월면
라라253668,,46230350,진월면
라라143680,,46230330,옥곡면
라라106597,,46230250,광양읍
라라192704,,46230340,진상면
라라090742,,46230320,옥룡면
라라151805,,46230360,다압면
라라168721,,46230340,진상면
라라067626,,46230250,광양읍
라라217588,,46230110,금호동
라라128779,,46230340,진상면
라라079628,,46230250,광양읍
라라126792,,46230340,진상면
라라251576,,46230110,금호동
라라086745,,46230320,옥룡면
라라132797,,46230340,진상면
라라107621,,46230250,광양읍
라라169662,,46230330,옥곡면
라라143707,,46230330,옥곡면
라라090786,,46230320,옥룡면
라라122779,,46230340,진상면
라라171712,,46230340,진상면
라라110578,,46230101,황금동
라라107655,,46230250,광양읍
라라168771,,46230340,진상면
라라205709,,46230340,진상면
라라034728,,46230310,봉강면
라라059777,,46230310,봉강면
라라130714,,46230320,옥룡면
라라103793,,46230320,옥룡면
라라076754,,46230310,봉강면
라라209684,,46230340,진상면
라라129785,,46230340,진상면
라라132803,,46230360,다압면
라라143774,,46230340,진상면
라라066729,,46230310,봉강면
라라089690,,46230310,봉강면
라라152734,,46230340,진상면
라라093696,,46230320,옥룡면
라라057657,,46230310,봉강면
라라201708,,46230340,진상면
라라193717,,46230340,진상면
라라108830,,46230360,다압면
라라157687,,46230330,옥곡면
라라235693,,46230350,진월면
라라127849,,46230360,다압면
라라044733,,46230310,봉강면
라라223679,,46230350,진월면
라라185755,,46230360,다압면
라라237716,,46230350,진월면
라라146666,,46230330,옥곡면
라라163726,,46230340,진상면
라라114573,,46230101,황금동
라라229670,,46230350,진월면
라라101729,,46230320,옥룡면
라라140713,,46230340,진상면
라라076787,,46230320,옥룡면
라라093657,,46230320,옥룡면
라라158575,,46230103,도이동
라라235720,,46230350,진월면
라라102850,,46230360,다압면
라라140595,,46230102,황길동
라라161608,,46230104,성황동
라라191595,,46230110,금호동
라라119800,,46230360,다압면
라라215652,,46230350,진월면
라라230680,,46230350,진월면
라라123610,,46230250,광양읍
라라069778,,46230310,봉강면
라라106854,,46230360,다압면
라라139825,,46230360,다압면
라라167678,,46230330,옥곡면
라라204703,,46230340,진상면
라라204645,,46230330,옥곡면
라라232640,,46230350,진월면
라라093692,,46230310,봉강면
라라144737,,46230340,진상면
라라205572,,46230110,금호동
라라223686,,46230350,진월면
라라123835,,46230360,다압면
라라167638,,46230105,중군동
라라183642,,46230330,옥곡면
라라136661,,46230330,옥곡면
라라205638,,46230330,옥곡면
라라096632,,46230250,광양읍
라라118656,,46230250,광양읍
라라195664,,46230340,진상면
라라102846,,46230360,다압면
라라109858,,46230360,다압면
라라114837,,46230360,다압면
라라119674,,46230320,옥룡면
라라113844,,46230360,다압면
라라041780,,46230310,봉강면
라라170662,,46230330,옥곡면
라라105585,,46230101,황금동
라라179647,,46230330,옥곡면
라라146566,,46230102,황길동
라라098715,,46230320,옥룡면
라라210651,,46230350,진월면
라라181757,,46230360,다압면
라라106595,,46230250,광양읍
라라189656,,46230330,옥곡면
라라146645,,46230330,옥곡면
라라203680,,46230340,진상면
라라029757,,46230310,봉강면
라라245712,,46230350,진월면
라라118665,,46230320,옥룡면
라라201667,,46230340,진상면
라라037775,,46230310,봉강면
라라125743,,46230320,옥룡면
라라195717,,46230340,진상면
라라169628,,46230104,성황동
라라131825,,46230360,다압면
라라139572,,46230102,황길동
라라159651,,46230330,옥곡면
라라247584,,46230110,금호동
라라134813,,46230360,다압면
라라120569,,46230101,황금동
라라243664,,46230350,진월면
라라238622,,46230109,태인동
라라163603,,46230104,성황동
라라145682,,46230330,옥곡면
라라167756,,46230340,진상면
라라043740,,46230310,봉강면
라라111603,,46230250,광양읍
라라178605,,46230106,중동
라라164681,,46230330,옥곡면
라라134648,,46230250,광양읍
라라216706,,46230340,진상면
라라231648,,46230350,진월면
라라055723,,46230310,봉강면
라라091687,,46230310,봉강면
라라142562,,46230103,도이동
라라035752,,46230310,봉강면
라라115715,,46230320,옥룡면
라라136697,,46230330,옥곡면
라라170803,,46230360,다압면
라라121559,,46230103,도이동
라라182726,,46230340,진상면
라라191735,,46230360,다압면
라라203611,,46230110,금호동
라라192736,,46230360,다압면
라라132705,,46230330,옥곡면
라라171751,,46230340,진상면
라라193685,,46230340,진상면
라라106773,,46230320,옥룡면
라라180649,,46230330,옥곡면
라라203730,,46230340,진상면
라라106630,,46230250,광양읍
라라150757,,46230340,진상면
라라233632,,46230350,진월면
라라069724,,46230310,봉강면
라라258686,,46230350,진월면
라라167620,,46230104,성황동
라라153562,,46230103,도이동
라라179656,,46230330,옥곡면
라라219718,,46230350,진월면
라라159614,,46230104,성황동
라라083577,,46230250,광양읍
라라157623,,46230104,성황동
라라124844,,46230360,다압면
라라112720,,46230320,옥룡면
라라198751,,46230360,다압면
라라182693,,46230330,옥곡면
라라087569,,46230250,광양읍
라라106754,,46230320,옥룡면
라라138837,,46230360,다압면
라라093691,,46230310,봉강면
라라240647,,46230350,진월면
라라049656,,46230310,봉강면
라라073655,,46230250,광양읍
라라118849,,46230360,다압면
라라161770,,46230340,진상면
라라114616,,46230250,광양읍
라라061761,,46230310,봉강면
라라096648,,46230250,광양읍
라라188659,,46230330,옥곡면
라라150762,,46230340,진상면
라라215588,,46230110,금호동
라라096802,,46230320,옥룡면
라라205745,,46230360,다압면
라라205656,,46230350,진월면
라라099781,,46230320,옥룡면
라라154626,,46230104,성황동
라라059748,,46230310,봉강면
라라072792,,46230310,봉강면
라라234579,,46230110,금호동
라라111639,,46230250,광양읍
라라169735,,46230340,진상면
라라077679,,46230310,봉강면
라라121613,,46230250,광양읍
라라083630,,46230250,광양읍
라라140834,,46230360,다압면
라라167581,,46230103,도이동
라라068705,,46230310,봉강면
라라138822,,46230360,다압면
라라118792,,46230340,진상면
라라194584,,46230110,금호동
라라061691,,46230310,봉강면
라라256691,,46230350,진월면
라라144634,,46230105,중군동
라라240678,,46230350,진월면
라라065794,,46230310,봉강면
라라089609,,46230250,광양읍
라라215722,,46230340,진상면
라라163810,,46230360,다압면
라라094838,,46230360,다압면
라라148754,,46230340,진상면
라라131739,,46230320,옥룡면
라라065619,,46230250,광양읍
라라083574,,46230250,광양읍
라라173705,,46230330,옥곡면
라라050718,,46230310,봉강면
라라224736,,46230360,다압면
라라102780,,46230320,옥룡면
라라124779,,46230340,진상면
라라107802,,46230360,다압면
라라195724,,46230340,진상면
라라080749,,46230320,옥룡면
라라154625,,46230104,성황동
라라177696,,46230330,옥곡면
라라102661,,46230250,광양읍
라라059627,,46230250,광양읍
라라046624,,46230250,광양읍
라라076786,,46230320,옥룡면
라라172647,,46230330,옥곡면
라라151732,,46230340,진상면
라라177743,,46230340,진상면
라라103729,,46230320,옥룡면
라라180720,,46230340,진상면
라라140695,,46230330,옥곡면
라라151768,,46230340,진상면
라라116723,,46230320,옥룡면
라라140808,,46230360,다압면
라라044730,,46230310,봉강면
라라137588,,46230102,황길동
라라061782,,46230310,봉강면
라라040749,,46230310,봉강면
라라251673,,46230350,진월면
라라165736,,46230340,진상면
라라226569,,46230110,금호동
라라085760,,46230320,옥룡면
라라125579,,46230101,황금동
라라190656,,46230330,옥곡면
라라071606,,46230250,광양읍
라라177680,,46230330,옥곡면
라라118710,,46230320,옥룡면
라라149697,,46230330,옥곡면
라라137554,,46230103,도이동
라라167704,,46230340,진상면
라라123675,,46230320,옥룡면
라라120848,,46230360,다압면
라라133791,,46230340,진상면
라라193733,,46230340,진상면
라라089608,,46230250,광양읍
라라166752,,46230340,진상면
라라112713,,46230320,옥룡면
라라241554,,46230110,금호동
라라129657,,46230250,광양읍
라라190663,,46230330,옥곡면
라라065660,,46230310,봉강면
라라130644,,46230250,광양읍
라라151762,,46230340,진상면
라라185752,,46230360,다압면
라라082758,,46230320,옥룡면
라라182630,,46230107,마동
라라068693,,46230310,봉강면
라라204624,,46230108,광영동
라라178785,,46230360,다압면
라라201687,,46230340,진상면
라라203690,,46230340,진상면
라라043736,,46230310,봉강면
라라140645,,46230330,옥곡면
라라175614,,46230106,중동
라라139696,,46230330,옥곡면
라라211599,,46230110,금호동
라라036782,,46230310,봉강면
라라082603,,46230250,광양읍
라라122607,,46230250,광양읍
라라216689,,46230340,진상면
라라035771,,46230310,봉강면
라라121734,,46230320,옥룡면
라라098817,,46230360,다압면
라라061792,,46230310,봉강면
라라234619,,46230109,태인동
라라069699,,46230310,봉강면
라라067703,,46230310,봉강면
라라166690,,46230330,옥곡면
라라166704,,46230340,진상면
라라126685,,46230320,옥룡면
라라180629,,46230107,마동
라라073787,,46230310,봉강면
라라138654,,46230330,옥곡면
라라091566,,46230250,광양읍
라라169672,,46230330,옥곡면
라라195640,,46230330,옥곡면
라라154754,,46230340,진상면
라라108814,,46230360,다압면
라라141573,,46230102,황길동
라라219671,,46230350,진월면
라라112611,,46230250,광양읍
라라231586,,46230110,금호동
라라184735,,46230340,진상면
라라236668,,46230350,진월면
라라204724,,46230340,진상면
라라103695,,46230320,옥룡면
라라160743,,46230340,진상면
라라164629,,46230104,성황동
라라129752,,46230320,옥룡면
라라111864,,46230360,다압면
라라178773,,46230360,다압면
라라232631,,46230350,진월면
라라163675,,46230330,옥곡면
라라194620,,46230107,마동
라라192703,,46230340,진상면
라라180758,,46230360,다압면
라라219675,,46230350,진월면
라라147623,,46230105,중군동
라라167801,,46230360,다압면
라라169676,,46230330,옥곡면
라라229637,,46230350,진월면
라라111660,,46230320,옥룡면
라라182748,,46230360,다압면
라라057693,,46230310,봉강면
라라075709,,46230310,봉강면
라라244663,,46230350,진월면
라라119827,,46230360,다압면
라라040734,,46230310,봉강면
라라203587,,46230110,금호동
라라104667,,46230320,옥룡면
라라096745,,46230320,옥룡면
라라206716,,46230340,진상면
라라100711,,46230320,옥룡면
라라126706,,46230320,옥룡면
라라215627,,46230350,진월면
라라138610,,46230104,성황동
라라215695,,46230340,진상면
라라114848,,46230360,다압면
라라083619,,46230250,광양읍
라라183724,,46230340,진상면
라라119650,,46230250,광양읍
라라107832,,46230360,다압면
라라124767,,46230320,옥룡면
라라025741,,46230310,봉강면
라라075622,,46230250,광양읍
라라118584,,46230101,황금동
라라131754,,46230320,옥룡면
라라163622,,46230104,성황동
라라024758,,46230310,봉강면
라라191668,,46230340,진상면
라라071723,,46230310,봉강면
라라075716,,46230310,봉강면
라라150742,,46230340,진상면
라라249698,,46230350,진월면
라라173667,,46230330,옥곡면
라라203712,,46230340,진상면
라라214682,,46230350,진월면
라라126587,,46230102,황길동
라라140765,,46230340,진상면
라라140733,,46230340,진상면
라라137676,,46230330,옥곡면
라라059685,,46230310,봉강면
라라210707,,46230340,진상면
라라254682,,46230350,진월면
라라157664,,46230330,옥곡면
라라045730,,46230310,봉강면
라라232673,,46230350,진월면
라라077786,,46230320,옥룡면
라라095783,,46230320,옥룡면
라라220665,,46230350,진월면
라라127691,,46230330,옥곡면
라라032766,,46230310,봉강면
라라059725,,46230310,봉강면
라라181641,,46230105,중군동
라라069769,,46230310,봉강면
라라071765,,46230310,봉강면
라라138727,,46230340,진상면
라라077732,,46230320,옥룡면
라라078745,,46230310,봉강면
라라084715,,46230320,옥룡면
라라111852,,46230360,다압면
라라092663,,46230320,옥룡면
라라245591,,46230110,금호동
라라144630,,46230105,중군동
라라182764,,46230360,다압면
라라050737,,46230310,봉강면
라라190727,,46230340,진상면
라라192730,,46230340,진상면
라라116576,,46230101,황금동
라라249657,,46230350,진월면
라라091675,,46230320,옥룡면
라라108816,,46230360,다압면
라라083607,,46230250,광양읍
라라143744,,46230340,진상면
라라109818,,46230360,다압면
라라246722,,46230350,진월면
라라190723,,46230340,진상면
라라229659,,46230350,진월면
라라040755,,46230310,봉강면
라라066787,,46230310,봉강면
라라224693,,46230350,진월면
라라079604,,46230250,광양읍
라라053702,,46230310,봉강면
라라105692,,46230320,옥룡면
라라112750,,46230320,옥룡면
라라088647,,46230250,광양읍
라라117657,,46230250,광양읍
라라148639,,46230330,옥곡면
라라077725,,46230320,옥룡면
라라156712,,46230340,진상면
라라066767,,46230310,봉강면
라라127767,,46230340,진상면
라라141618,,46230105,중군동
라라096758,,46230320,옥룡면
라라134620,,46230250,광양읍
라라208590,,46230110,금호동
라라243674,,46230350,진월면
라라101795,,46230320,옥룡면
라라026742,,46230310,봉강면
라라058614,,46230250,광양읍
라라195614,,46230107,마동
라라217634,,46230350,진월면
라라164803,,46230360,다압면
라라124606,,46230250,광양읍
라라157665,,46230330,옥곡면
라라182712,,46230340,진상면
라라079770,,46230320,옥룡면
라라175665,,46230330,옥곡면
라라185762,,46230360,다압면
라라078625,,46230250,광양읍
라라086761,,46230320,옥룡면
라라137730,,46230340,진상면
라라051627,,46230250,광양읍
라라069716,,46230310,봉강면
라라103714,,46230320,옥룡면
라라096668,,46230320,옥룡면
라라105642,,46230250,광양읍
라라212580,,46230110,금호동
라라029758,,46230310,봉강면
라라094728,,46230320,옥룡면
라라228705,,46230350,진월면
라라246707,,46230350,진월면
라라050758,,46230310,봉강면
라라061712,,46230310,봉강면
라라166701,,46230330,옥곡면
라라239708,,46230350,진월면
라라245677,,46230350,진월면
라라191587,,46230110,금호동
라라236658,,46230350,진월면
라라159641,,46230330,옥곡면
라라193652,,46230330,옥곡면
라라207661,,46230340,진상면
라라114648,,46230250,광양읍
라라176685,,46230330,옥곡면
라라126617,,46230250,광양읍
라라229717,,46230350,진월면
라라103697,,46230320,옥룡면
라라028760,,46230310,봉강면
라라069795,,46230310,봉강면
라라164617,,46230104,성황동
라라238673,,46230350,진월면
라라211689,,46230340,진상면
라라166654,,46230330,옥곡면
라라257692,,46230350,진월면
라라087684,,46230310,봉강면
라라151641,,46230330,옥곡면
라라196585,,46230110,금호동
라라201672,,46230340,진상면
라라064700,,46230310,봉강면
라라103633,,46230250,광양읍
라라137751,,46230340,진상면
라라146570,,46230102,황길동
라라197612,,46230107,마동
라라134565,,,
라라214749,,46230360,다압면
라라139589,,46230102,황길동
라라156731,,46230340,진상면
라라122787,,46230340,진상면
라라214651,,46230350,진월면
라라084685,,46230310,봉강면
라라083743,,46230320,옥룡면
라라148735,,46230340,진상면
라라167790,,46230360,다압면
라라180680,,46230330,옥곡면
라라113765,,46230320,옥룡면
라라100629,,46230250,광양읍
라라226693,,46230350,진월면
라라093772,,46230320,옥룡면
라라151581,,46230103,도이동
라라113624,,46230250,광양읍
라라063643,,46230250,광양읍
라라078606,,46230250,광양읍
라라122820,,46230360,다압면
라라137807,,46230360,다압면
라라167730,,46230340,진상면
라라209649,,46230350,진월면
라라079589,,46230250,광양읍
라라121721,,46230320,옥룡면
라라208719,,46230340,진상면
라라234671,,46230350,진월면
라라225583,,46230110,금호동
라라124744,,46230320,옥룡면
라라161742,,46230340,진상면
라라186675,,46230330,옥곡면
라라241651,,46230350,진월면
라라188683,,46230340,진상면
라라150713,,46230340,진상면
라라242674,,46230350,진월면
라라097702,,46230320,옥룡면
라라147758,,46230340,진상면
라라211594,,46230110,금호동
라라139775,,46230340,진상면
라라133663,,46230330,옥곡면
라라037765,,46230310,봉강면
라라144586,,46230102,황길동
라라229603,,46230109,태인동
라라192609,,46230107,마동
라라196586,,46230110,금호동
라라111736,,46230320,옥룡면
라라107795,,46230360,다압면
라라133702,,46230330,옥곡면
라라214609,,46230110,금호동
라라055726,,46230310,봉강면
라라159689,,46230330,옥곡면
라라178788,,46230360,다압면
라라100603,,46230250,광양읍
라라133633,,46230250,광양읍
라라094733,,46230320,옥룡면
라라260684,,46230350,진월면
라라101679,,46230320,옥룡면
라라148609,,46230104,성황동
라라135616,,46230250,광양읍
라라147694,,46230330,옥곡면
라라128596,,46230102,황길동
라라076751,,46230310,봉강면
라라105791,,46230320,옥룡면
라라164745,,46230340,진상면
라라150637,,46230105,중군동
라라158627,,46230104,성황동
라라156828,,46230360,다압면
라라227698,,46230350,진월면
라라060733,,46230310,봉강면
라라076737,,46230320,옥룡면
라라101674,,46230320,옥룡면
라라172776,,46230360,다압면
라라153717,,46230340,진상면
라라154632,,46230105,중군동
라라199591,,46230110,금호동
라라033764,,46230310,봉강면
라라117609,,46230250,광양읍
라라260692,,46230350,진월면
라라172591,,46230106,중동
라라223662,,46230350,진월면
라라149806,,46230360,다압면
라라049636,,46230250,광양읍
라라066685,,46230310,봉강면
라라109800,,46230360,다압면
라라112871,,46230360,다압면
라라108804,,46230360,다압면
라라119562,,46230103,도이동
라라146580,,46230102,황길동
라라215585,,46230110,금호동
라라117778,,46230340,진상면
라라207733,,46230360,다압면
라라252696,,46230350,진월면
라라049765,,46230310,봉강면
라라239586,,46230110,금호동
라라055619,,46230250,광양읍
라라089616,,46230250,광양읍
라라188668,,46230330,옥곡면
라라167601,,46230103,도이동
라라170713,,46230340,진상면
라라156627,,46230104,성황동
라라170584,,46230103,도이동
라라104731,,46230320,옥룡면
라라119694,,46230320,옥룡면
라라057702,,46230310,봉강면
라라138698,,46230330,옥곡면
라라152824,,46230360,다압면
라라061703,,46230310,봉강면
라라120598,,46230101,황금동
라라115771,,46230320,옥룡면
라라123749,,46230320,옥룡면
라라125778,,46230340,진상면
