BDTYP_CD,BULD_NM,BULD_NM_DC,BULD_SE_CD,BUL_MAN_NO,EMD_CD,GRO_FLO_CO,LNBR_MNNM,LNBR_SLNO,UND_FLO_CO,geometry,floor,geometry2,apt_nm
2001,영신 그린빌,상가동,0,18406,250,3,1695,1,0,"MULTIPOLYGON (((127.572026805454 34.96272868607912, 127.5720150468443 34.96271141701703, 127.5719764083397 34.96272892282747, 127.5719435873891 34.96274378733113, 127.5719312726436 34.96277581671452, 127.5720437241776 34.962939094156, 127.5721390498836 34.96289365897863, 127.572026805454 34.96272868607912)))",3,"[[[127.57202680545403, 34.962728686079124], [127.57201504684434, 34.962711417017026], [127.57197640833974, 34.962728922827466], [127.57194358738911, 34.96274378733113], [127.57193127264364, 34.96277581671452], [127.57204372417756, 34.962939094156], [127.57213904988363, 34.96289365897863], [127.57202680545403, 34.962728686079124]]]",영신 그린빌 상가동
2001,영신 그린빌,101동,0,18407,250,1,1695,1,0,"MULTIPOLYGON (((127.5726196411342 34.96333087099198, 127.5725959692128 34.96329618949535, 127.5725864678737 34.96329971345764, 127.5725696524699 34.96327798843059, 127.5725754434063 34.96327466219115, 127.5725576931926 34.96324445066822, 127.5725511848932 34.96324696003479, 127.5725114675113 34.96319104562079, 127.5725185205593 34.96318814610657, 127.5724983804183 34.96315749512744, 127.5724931512587 34.96315972806613, 127.5724760501765 34.96313785113593, 127.5724813933881 34.96313627566061, 127.5724638082905 34.96310460312986, 127.5724571581649 34.96310718526766, 127.5724501277657 34.96309598727029, 127.5724224938124 34.96305204027029, 127.5724258178837 34.96304823889604, 127.5724041002481 34.96301746011101, 127.5723959710404 34.96301990497966, 127.5723799216131 34.96299494041145, 127.5723870896465 34.96299125617382, 127.5723688371623 34.96296280465068, 127.5723650953664 34.96296320982807, 127.5723487208806 34.96293715612762, 127.5722462824687 34.96298319275868, 127.5722764427586 34.96303147252203, 127.5722802437501 34.96303012964596, 127.5722868003942 34.96303932884224, 127.5723042922305 34.96306388102735, 127.5723135136082 34.96307682640359, 127.5723082445291 34.96307961837041, 127.5723191101493 34.96309599023149, 127.5723690126517 34.96317121822619, 127.5723754151593 34.96316766377931, 127.572384082672 34.96318126073866, 127.572398739082 34.96320428489825, 127.5724093549148 34.96322094636286, 127.5724046975257 34.96322352814353, 127.5724634182569 34.96331195574331, 127.5724699945082 34.96330977055455, 127.5724785732729 34.96332319666398, 127.5724929082793 34.96334565446043, 127.5725026936068 34.96336096776859, 127.5724981483276 34.96336392760039, 127.5725303970094 34.96341174679286, 127.5726325506276 34.96336090696966, 127.5726148658761 34.96333224550139, 127.5726196411342 34.96333087099198)))",1,"[[[127.57261964113421, 34.96333087099198], [127.57259596921276, 34.963296189495345], [127.57258646787369, 34.963299713457644], [127.57256965246994, 34.96327798843059], [127.57257544340631, 34.963274662191154], [127.57255769319265, 34.96324445066822], [127.57255118489321, 34.963246960034795], [127.57251146751135, 34.96319104562079], [127.57251852055933, 34.963188146106575], [127.57249838041834, 34.96315749512744], [127.57249315125874, 34.96315972806613], [127.57247605017653, 34.963137851135926], [127.57248139338807, 34.96313627566061], [127.5724638082905, 34.96310460312986], [127.57245715816491, 34.96310718526766], [127.57245012776568, 34.963095987270286], [127.57242249381235, 34.96305204027029], [127.57242581788365, 34.963048238896036], [127.57240410024808, 34.96301746011101], [127.57239597104035, 34.96301990497966], [127.57237992161306, 34.96299494041145], [127.57238708964648, 34.962991256173815], [127.57236883716233, 34.96296280465068], [127.57236509536638, 34.96296320982807], [127.57234872088061, 34.96293715612762], [127.57224628246873, 34.96298319275868], [127.57227644275865, 34.963031472522026], [127.57228024375011, 34.963030129645965], [127.57228680039415, 34.963039328842235], [127.57230429223051, 34.96306388102735], [127.5723135136082, 34.963076826403594], [127.57230824452911, 34.963079618370415], [127.57231911014931, 34.963095990231494], [127.57236901265172, 34.96317121822619], [127.57237541515933, 34.96316766377931], [127.57238408267197, 34.963181260738665], [127.572398739082, 34.96320428489825], [127.57240935491478, 34.96322094636286], [127.57240469752571, 34.96322352814353], [127.57246341825689, 34.963311955743315], [127.57246999450822, 34.96330977055455], [127.57247857327293, 34.96332319666398], [127.57249290827933, 34.96334565446043], [127.57250269360684, 34.96336096776859], [127.57249814832764, 34.96336392760039], [127.57253039700942, 34.963411746792865], [127.57263255062763, 34.96336090696966], [127.57261486587615, 34.96333224550139], [127.57261964113421, 34.96333087099198]]]",영신 그린빌 101동
2001,영신 그린빌,,0,18405,250,1,1695,1,0,"MULTIPOLYGON (((127.5732661990566 34.96348651453978, 127.573250453203 34.96345959269183, 127.5732152285849 34.96347520797607, 127.5732318808684 34.96350179205502, 127.5732661990566 34.96348651453978)))",1,"[[[127.5732661990566, 34.96348651453978], [127.57325045320302, 34.96345959269183], [127.57321522858493, 34.96347520797607], [127.57323188086836, 34.96350179205502], [127.5732661990566, 34.96348651453978]]]",
2005,영신 그린빌,107동(경비실),0,51580,250,1,1695,1,0,"MULTIPOLYGON (((127.5721004391479 34.96300338035977, 127.5721272606354 34.96304255961926, 127.572193100314 34.96301183246405, 127.5721660411881 34.96297239929742, 127.5721004391479 34.96300338035977)))",1,"[[[127.5721004391479, 34.963003380359766], [127.57212726063538, 34.96304255961926], [127.57219310031402, 34.96301183246405], [127.5721660411881, 34.96297239929742], [127.5721004391479, 34.963003380359766]]]",영신 그린빌 107동(경비실)동
2001,영신 그린빌,103동,0,18409,250,15,1695,1,0,"MULTIPOLYGON (((127.5723764057353 34.96281007726228, 127.5724092226787 34.96279779958831, 127.5724120115753 34.96280524079452, 127.5725831521401 34.96272717984738, 127.5725775073619 34.96271842706293, 127.572590498851 34.96271295776048, 127.5725944945234 34.96271127143918, 127.5726108833785 34.96270467747507, 127.5726151882837 34.96271284165584, 127.572615587755 34.96271360594041, 127.5726171919051 34.96271283223338, 127.5727019710046 34.96267183587693, 127.5726349616278 34.96257230644875, 127.572541220155 34.96261084811036, 127.5725518105965 34.96262859132592, 127.5725267097906 34.96264042714171, 127.5725171659187 34.96262518480742, 127.5723395353301 34.96270362770199, 127.5723467358589 34.96271410381227, 127.5723497397382 34.9627178123442, 127.5723268070413 34.96272968299593, 127.5723177694362 34.96271954902555, 127.5722251009135 34.96276128525868, 127.5722928399596 34.96286029770209, 127.5723838305756 34.96281974108405, 127.5723764057353 34.96281007726228)))",15,"[[[127.5723764057353, 34.962810077262276], [127.57240922267866, 34.96279779958831], [127.57241201157534, 34.962805240794516], [127.5725831521401, 34.96272717984738], [127.5725775073619, 34.96271842706293], [127.57259049885099, 34.96271295776048], [127.57259449452339, 34.96271127143918], [127.57261088337847, 34.962704677475074], [127.57261518828369, 34.96271284165584], [127.57261558775502, 34.96271360594041], [127.57261719190505, 34.96271283223338], [127.57270197100462, 34.962671835876925], [127.57263496162781, 34.96257230644875], [127.57254122015502, 34.96261084811036], [127.57255181059654, 34.96262859132592], [127.57252670979057, 34.962640427141714], [127.57251716591865, 34.96262518480742], [127.57233953533012, 34.96270362770199], [127.57234673585893, 34.96271410381227], [127.57234973973817, 34.9627178123442], [127.57232680704126, 34.96272968299593], [127.57231776943618, 34.96271954902555], [127.57222510091353, 34.96276128525868], [127.57229283995962, 34.96286029770209], [127.5723838305756, 34.962819741084054], [127.5723764057353, 34.962810077262276]]]",영신 그린빌 103동
2003,,,0,18389,250,3,1673,7,0,"MULTIPOLYGON (((127.5720458665417 34.96393835006626, 127.5721072621622 34.96390878516665, 127.5721259488029 34.96393508942756, 127.5721526525504 34.96392223663024, 127.5721367192428 34.96389982236068, 127.5721765183544 34.96388066154223, 127.572210906158 34.96392905665266, 127.5722571110863 34.96390681006546, 127.5721853721802 34.9638058514366, 127.5720112908246 34.96388968538102, 127.5720458665417 34.96393835006626)))",3,"[[[127.57204586654166, 34.96393835006626], [127.57210726216225, 34.96390878516665], [127.5721259488029, 34.96393508942756], [127.57215265255037, 34.96392223663024], [127.5721367192428, 34.96389982236068], [127.5721765183544, 34.963880661542234], [127.57221090615798, 34.96392905665266], [127.57225711108626, 34.96390681006546], [127.57218537218019, 34.963805851436604], [127.57201129082456, 34.96388968538102], [127.57204586654166, 34.96393835006626]]]",
2003,,,0,18388,250,3,1673,7,0,"MULTIPOLYGON (((127.5723472822153 34.96404313282213, 127.5722867770707 34.96395796750511, 127.5721187194365 34.96403890693927, 127.5721323751012 34.96405813205547, 127.5721792244066 34.96412406332657, 127.5723472822153 34.96404313282213)))",3,"[[[127.57234728221529, 34.964043132822134], [127.57228677707069, 34.96395796750511], [127.57211871943649, 34.964038906939265], [127.57213237510122, 34.96405813205547], [127.57217922440655, 34.964124063326565], [127.57234728221529, 34.964043132822134]]]",
2003,동인주택,,0,18392,250,4,1674,1,0,"MULTIPOLYGON (((127.5722729898799 34.96476284595168, 127.5724342151733 34.9646896180851, 127.5724270664508 34.96467874513878, 127.5724405768132 34.96467068648657, 127.5723907286875 34.96459554842585, 127.5723074810283 34.96463348172639, 127.5723146703301 34.96464547218568, 127.5722919690871 34.96465763919333, 127.5722857134723 34.96464292221238, 127.5722028665578 34.96468339541606, 127.5722536407962 34.9647578892294, 127.5722677917955 34.96475062980314, 127.5722729898799 34.96476284595168)))",4,"[[[127.57227298987992, 34.96476284595168], [127.57243421517329, 34.9646896180851], [127.5724270664508, 34.96467874513878], [127.57244057681316, 34.96467068648657], [127.57239072868745, 34.96459554842585], [127.57230748102833, 34.96463348172639], [127.57231467033009, 34.96464547218568], [127.57229196908708, 34.96465763919333], [127.57228571347231, 34.96464292221238], [127.57220286655776, 34.96468339541606], [127.5722536407962, 34.964757889229396], [127.57226779179551, 34.96475062980314], [127.57227298987992, 34.96476284595168]]]",
2001,효성아파트,101동,0,18375,250,12,1688,1,0,"MULTIPOLYGON (((127.5700989482783 34.96456026751606, 127.5701969225449 34.96452849521691, 127.5700793549725 34.96428220600294, 127.5701925762571 34.96424019488635, 127.5701510522149 34.96415083838475, 127.5698467378991 34.96425701097355, 127.5698930151335 34.9643449932798, 127.569979299286 34.96431537605789, 127.5700490174455 34.96445857455874, 127.5700224366609 34.96446869517317, 127.5700635470957 34.96454889574849, 127.5700894933682 34.96454043661352, 127.5700989482783 34.96456026751606)))",12,"[[[127.57009894827834, 34.96456026751606], [127.57019692254494, 34.96452849521691], [127.57007935497253, 34.96428220600294], [127.57019257625711, 34.96424019488635], [127.57015105221485, 34.96415083838475], [127.56984673789913, 34.96425701097355], [127.5698930151335, 34.9643449932798], [127.56997929928599, 34.96431537605789], [127.57004901744554, 34.96445857455874], [127.57002243666086, 34.964468695173174], [127.57006354709573, 34.964548895748486], [127.57008949336817, 34.96454043661352], [127.57009894827834, 34.96456026751606]]]",효성아파트 101동
2001,효성아파트,상가동,0,18376,250,1,1688,1,0,"MULTIPOLYGON (((127.5700995985906 34.96463537549094, 127.5700903277386 34.96461365986725, 127.5700662263356 34.96461973075275, 127.5700672014411 34.96462298914065, 127.5700227795324 34.9646276949366, 127.569979964789 34.96453694730373, 127.5699688816805 34.96453977539894, 127.569968250108 34.96453711030515, 127.5698975108874 34.96455520738566, 127.5698992854493 34.96455848907425, 127.5698903164813 34.96455986507784, 127.5699298187244 34.96467039525391, 127.5699771382893 34.96468730876659, 127.5700995985906 34.96463537549094)))",1,"[[[127.57009959859059, 34.964635375490936], [127.57009032773855, 34.96461365986725], [127.57006622633561, 34.96461973075275], [127.5700672014411, 34.96462298914065], [127.5700227795324, 34.9646276949366], [127.56997996478903, 34.96453694730373], [127.56996888168052, 34.96453977539894], [127.56996825010796, 34.96453711030515], [127.56989751088742, 34.964555207385665], [127.56989928544932, 34.96455848907425], [127.56989031648129, 34.96455986507784], [127.56992981872445, 34.96467039525391], [127.56997713828932, 34.964687308766585], [127.57009959859059, 34.964635375490936]]]",효성아파트 상가동
2001,계원임대아파트,,0,18461,250,13,1687,1,0,"MULTIPOLYGON (((127.5696871687113 34.96468927872812, 127.5694384050771 34.96397934385025, 127.5693185327533 34.96400637757954, 127.5695675006737 34.96471590613316, 127.5696871687113 34.96468927872812)))",13,"[[[127.56968716871131, 34.964689278728116], [127.56943840507712, 34.96397934385025], [127.56931853275327, 34.964006377579544], [127.5695675006737, 34.964715906133165], [127.56968716871131, 34.964689278728116]]]",
2001,계원임대아파트,상가동,0,18460,250,1,1687,1,0,"MULTIPOLYGON (((127.5698412245995 34.96470963183749, 127.5698084830379 34.96461882798822, 127.5697250171045 34.96463801208508, 127.5697565464586 34.96472294470796, 127.569734656141 34.96472892405835, 127.5697458988263 34.96476188857248, 127.5698169090022 34.96474494406329, 127.5698412245995 34.96470963183749)))",1,"[[[127.56984122459949, 34.964709631837486], [127.56980848303795, 34.96461882798822], [127.56972501710447, 34.964638012085075], [127.5697565464586, 34.96472294470796], [127.56973465614102, 34.96472892405835], [127.56974589882634, 34.96476188857248], [127.56981690900216, 34.96474494406329], [127.56984122459949, 34.964709631837486]]]",계원임대아파트 상가동
2003,,,0,18950,250,3,1698,18,0,"MULTIPOLYGON (((127.5736241244269 34.96373790602192, 127.5736753228176 34.9635961229576, 127.5735553536791 34.96356641117184, 127.5735393747599 34.96361151879749, 127.5735128516584 34.96360463108318, 127.5734943584905 34.96365190481537, 127.5735175095405 34.96365883545769, 127.5735015832254 34.9637067911537, 127.5736241244269 34.96373790602192)))",3,"[[[127.57362412442687, 34.96373790602192], [127.57367532281758, 34.9635961229576], [127.5735553536791, 34.96356641117184], [127.57353937475995, 34.96361151879749], [127.57351285165835, 34.96360463108318], [127.57349435849055, 34.96365190481537], [127.5735175095405, 34.96365883545769], [127.57350158322544, 34.963706791153705], [127.57362412442687, 34.96373790602192]]]",
2001,광양 송보파인빌7차,703동,0,45070,250,21,907,0,0,"MULTIPOLYGON (((127.6117834088318 34.96951598941393, 127.6118811192331 34.96947404498951, 127.6118918542558 34.96949045851333, 127.6119414023692 34.96946824317718, 127.6119315803641 34.96945295800784, 127.6121253549528 34.96936255289133, 127.6121359155678 34.96937940914595, 127.6121891423096 34.96935566091724, 127.6121795044479 34.96933941474003, 127.6122668729773 34.96930086558952, 127.6122274347997 34.96922687695665, 127.6122059135774 34.96923816405182, 127.6121890551653 34.96921233420134, 127.6119872754281 34.96930532031431, 127.6119991353725 34.9693230452415, 127.6119597775404 34.9693430601744, 127.6119467672732 34.96932204180565, 127.6117421593433 34.9694154691454, 127.6117533313343 34.96943359353951, 127.6117340671121 34.96944201896316, 127.6117834088318 34.96951598941393)))",21,"[[[127.61178340883184, 34.96951598941393], [127.61188111923315, 34.96947404498951], [127.61189185425584, 34.969490458513334], [127.61194140236917, 34.96946824317718], [127.61193158036411, 34.96945295800784], [127.61212535495281, 34.969362552891326], [127.6121359155678, 34.96937940914595], [127.61218914230963, 34.969355660917245], [127.6121795044479, 34.969339414740034], [127.61226687297729, 34.969300865589524], [127.61222743479973, 34.96922687695665], [127.6122059135774, 34.969238164051816], [127.61218905516527, 34.969212334201345], [127.61198727542812, 34.96930532031431], [127.61199913537251, 34.969323045241495], [127.61195977754045, 34.969343060174396], [127.61194676727315, 34.96932204180565], [127.61174215934334, 34.969415469145396], [127.61175333133434, 34.96943359353951], [127.61173406711205, 34.969442018963164], [127.61178340883184, 34.96951598941393]]]",광양 송보파인빌7차 703동
2005,광양 송보파인빌7차,부대시설,0,45073,250,2,907,0,2,"MULTIPOLYGON (((127.6124537078839 34.97053232496323, 127.6123068515454 34.97031048966384, 127.6122784227848 34.97032492830753, 127.6122206945743 34.97023945376404, 127.6121266922773 34.9702828044304, 127.6123312386654 34.97058501293068, 127.6124537078839 34.97053232496323)))",4,"[[[127.61245370788387, 34.97053232496323], [127.61230685154536, 34.97031048966384], [127.61227842278477, 34.970324928307534], [127.61222069457432, 34.97023945376404], [127.6121266922773, 34.970282804430404], [127.61233123866545, 34.970585012930684], [127.61245370788387, 34.97053232496323]]]",광양 송보파인빌7차 부대시설동
2001,광양 송보파인빌7차,상가동,0,45074,250,3,907,0,0,"MULTIPOLYGON (((127.6121648038187 34.9700872779453, 127.611998541785 34.96984278937737, 127.6118909460259 34.96989582576818, 127.6120608644654 34.97013726751139, 127.6121648038187 34.9700872779453)))",3,"[[[127.61216480381871, 34.9700872779453], [127.61199854178498, 34.96984278937737], [127.61189094602588, 34.969895825768184], [127.61206086446543, 34.97013726751139], [127.61216480381871, 34.9700872779453]]]",광양 송보파인빌7차 상가동
2001,광양 송보파인빌7차,705동,0,45069,250,21,907,0,0,"MULTIPOLYGON (((127.6124147097542 34.9699211505308, 127.6124724329581 34.96989512518341, 127.6124962260404 34.96992983977155, 127.6126032980445 34.96988496629786, 127.6125417226056 34.96978881013598, 127.6122624818242 34.96991396994765, 127.6123239965252 34.97000589572269, 127.6124382212449 34.96995655408418, 127.6124147097542 34.9699211505308)))",21,"[[[127.61241470975422, 34.9699211505308], [127.61247243295807, 34.96989512518341], [127.61249622604043, 34.969929839771545], [127.61260329804455, 34.96988496629786], [127.61254172260558, 34.96978881013598], [127.61226248182423, 34.969913969947655], [127.61232399652519, 34.970005895722686], [127.61243822124493, 34.96995655408418], [127.61241470975422, 34.9699211505308]]]",광양 송보파인빌7차 705동
2001,광양 송보파인빌7차,701동,0,45072,250,19,907,0,0,"MULTIPOLYGON (((127.6113898375657 34.96889110706168, 127.611473462796 34.9688542789981, 127.6114831880141 34.96886889874713, 127.6115217388803 34.96885145819427, 127.611504882296 34.96882412472105, 127.6115514748049 34.96880443262179, 127.6115607121859 34.96881853751903, 127.6117309757498 34.96874117655288, 127.6117397842686 34.96875582802311, 127.6117929448293 34.9687320532589, 127.611783451157 34.96871791697637, 127.6118782179839 34.9686745445421, 127.6118207395267 34.96858529160239, 127.6115984138245 34.96868656409602, 127.6116079903777 34.96870399472775, 127.6115664471906 34.9687225451814, 127.6115546664551 34.96870426262311, 127.6113542684841 34.96879834751241, 127.6113623355608 34.96881017161178, 127.611342219122 34.96882128135195, 127.6113898375657 34.96889110706168)))",19,"[[[127.61138983756574, 34.96889110706168], [127.611473462796, 34.9688542789981], [127.6114831880141, 34.96886889874713], [127.61152173888028, 34.96885145819427], [127.61150488229605, 34.968824124721046], [127.61155147480488, 34.96880443262179], [127.61156071218592, 34.968818537519034], [127.6117309757498, 34.96874117655288], [127.61173978426861, 34.968755828023106], [127.6117929448293, 34.9687320532589], [127.61178345115702, 34.96871791697637], [127.61187821798389, 34.9686745445421], [127.61182073952666, 34.968585291602395], [127.61159841382445, 34.968686564096025], [127.6116079903777, 34.96870399472775], [127.61156644719063, 34.9687225451814], [127.61155466645515, 34.96870426262311], [127.61135426848406, 34.96879834751241], [127.61136233556083, 34.96881017161178], [127.611342219122, 34.96882128135195], [127.61138983756574, 34.96889110706168]]]",광양 송보파인빌7차 701동
2001,광양 송보파인빌7차,704동,0,45065,250,27,907,0,0,"MULTIPOLYGON (((127.612745405087 34.9694031172513, 127.6125674118265 34.96913161147356, 127.6125705217538 34.9690953261328, 127.6126065878779 34.96910198644611, 127.6126343621177 34.96901803453779, 127.6124087594627 34.96896954202919, 127.6123785560793 34.96905608983319, 127.6124158301888 34.96906360587392, 127.6124124729999 34.96907787652777, 127.6122930210251 34.96912808050777, 127.6123024008578 34.96914627593092, 127.6122793274395 34.96915782129702, 127.6123228382727 34.96922599642761, 127.6124284552441 34.96917814262448, 127.6124007265084 34.96913530745954, 127.612430240978 34.96913879325113, 127.6124248144464 34.96915421461703, 127.6124955530573 34.96916640203016, 127.6125004068979 34.96915194992364, 127.612529357451 34.96915180425486, 127.6125294847536 34.96916894758132, 127.6124708267857 34.96919446381524, 127.6125688793331 34.96934049913872, 127.6125316141814 34.96935893147248, 127.6125589559973 34.96940326563364, 127.6126003725562 34.96938424224975, 127.6126417020204 34.96944675081733, 127.612745405087 34.9694031172513)))",27,"[[[127.61274540508698, 34.9694031172513], [127.61256741182649, 34.969131611473564], [127.61257052175382, 34.9690953261328], [127.6126065878779, 34.96910198644611], [127.61263436211766, 34.96901803453779], [127.61240875946268, 34.968969542029186], [127.61237855607934, 34.96905608983319], [127.61241583018882, 34.96906360587392], [127.61241247299988, 34.96907787652777], [127.61229302102505, 34.96912808050777], [127.61230240085784, 34.969146275930925], [127.61227932743948, 34.969157821297024], [127.61232283827269, 34.96922599642761], [127.61242845524413, 34.96917814262448], [127.61240072650835, 34.96913530745954], [127.61243024097803, 34.969138793251126], [127.61242481444644, 34.96915421461703], [127.61249555305729, 34.96916640203016], [127.6125004068979, 34.96915194992364], [127.612529357451, 34.96915180425486], [127.61252948475358, 34.96916894758132], [127.61247082678572, 34.96919446381524], [127.61256887933314, 34.969340499138724], [127.61253161418145, 34.96935893147248], [127.61255895599733, 34.96940326563364], [127.6126003725562, 34.96938424224975], [127.61264170202044, 34.96944675081733], [127.61274540508698, 34.9694031172513]]]",광양 송보파인빌7차 704동
2001,광양 송보파인빌7차,708동,0,45063,250,24,907,0,0,"MULTIPOLYGON (((127.6134617833643 34.97061144407341, 127.6132831449179 34.97033484095025, 127.6132921025273 34.97031291906742, 127.6133180793487 34.97031323949736, 127.61334796839 34.97023282200159, 127.6131291325139 34.97017926885606, 127.6130935460278 34.97025850395657, 127.6131107064166 34.97026883724726, 127.6130983105007 34.97029107332055, 127.6129990444008 34.97033627192825, 127.6130108942499 34.97035515959863, 127.6129908658 34.97036526645919, 127.6130359718258 34.97043106280113, 127.6131329893501 34.97038681290877, 127.6131077742324 34.97034596385534, 127.6131351093564 34.97033452037061, 127.6132267299697 34.97035839840315, 127.6132461347613 34.97038065450111, 127.6131998960845 34.97040323226977, 127.6132289860492 34.97044834846881, 127.6132150065947 34.97045457643101, 127.6132802289433 34.97055089480779, 127.6132383053059 34.97056991293675, 127.6132671180338 34.97061521015707, 127.6133112873481 34.97059573210247, 127.6133527635447 34.97066020426655, 127.6134617833643 34.97061144407341)))",24,"[[[127.6134617833643, 34.97061144407341], [127.61328314491786, 34.97033484095025], [127.61329210252725, 34.970312919067425], [127.61331807934867, 34.97031323949736], [127.61334796838997, 34.97023282200159], [127.6131291325139, 34.970179268856064], [127.61309354602777, 34.97025850395657], [127.61311070641658, 34.97026883724726], [127.61309831050072, 34.97029107332055], [127.6129990444008, 34.97033627192825], [127.61301089424991, 34.97035515959863], [127.61299086579996, 34.97036526645919], [127.61303597182575, 34.970431062801126], [127.61313298935008, 34.97038681290877], [127.61310777423242, 34.970345963855344], [127.6131351093564, 34.970334520370606], [127.61322672996972, 34.97035839840315], [127.61324613476128, 34.97038065450111], [127.61319989608447, 34.97040323226977], [127.61322898604922, 34.97044834846881], [127.61321500659469, 34.97045457643101], [127.6132802289433, 34.97055089480779], [127.61323830530593, 34.97056991293675], [127.61326711803383, 34.97061521015707], [127.61331128734814, 34.97059573210247], [127.6133527635447, 34.97066020426655], [127.6134617833643, 34.97061144407341]]]",광양 송보파인빌7차 708동
2001,광양 송보파인빌7차,706동,0,45064,250,27,907,0,0,"MULTIPOLYGON (((127.6130847817815 34.97002091062858, 127.6128941996478 34.9697310719094, 127.6129021055438 34.96971057420522, 127.612938164503 34.96971992424407, 127.6129715229651 34.96963600318244, 127.6127490367892 34.96957944810359, 127.6127122535568 34.96967496747561, 127.6127357141842 34.96968178661728, 127.6127281071516 34.96970270380748, 127.6126449849602 34.9697453691538, 127.6126451025826 34.96976120554759, 127.6126195277021 34.96977506204819, 127.6126649559941 34.96984242679209, 127.6127585494182 34.96979920847326, 127.6127310929788 34.96975971815163, 127.6127605142631 34.96974478766879, 127.6128547081832 34.96976784660777, 127.612866556049 34.96978745393482, 127.6128136903559 34.96981738634255, 127.6129110266195 34.96996052883038, 127.6128834458354 34.96997419558619, 127.6129127424268 34.97001754956143, 127.6129416128736 34.97000510957621, 127.6129838751934 34.9700678120527, 127.6130847817815 34.97002091062858)))",27,"[[[127.6130847817815, 34.970020910628584], [127.61289419964777, 34.9697310719094], [127.61290210554378, 34.969710574205216], [127.61293816450298, 34.969719924244075], [127.61297152296514, 34.96963600318244], [127.61274903678918, 34.969579448103595], [127.61271225355681, 34.96967496747561], [127.61273571418421, 34.96968178661728], [127.61272810715164, 34.96970270380748], [127.6126449849602, 34.9697453691538], [127.61264510258263, 34.96976120554759], [127.61261952770207, 34.969775062048186], [127.61266495599415, 34.96984242679209], [127.61275854941819, 34.96979920847326], [127.61273109297876, 34.96975971815163], [127.61276051426312, 34.969744787668795], [127.61285470818324, 34.969767846607766], [127.61286655604901, 34.96978745393482], [127.6128136903559, 34.96981738634255], [127.61291102661947, 34.96996052883038], [127.61288344583535, 34.96997419558619], [127.61291274242677, 34.970017549561426], [127.61294161287356, 34.97000510957621], [127.61298387519338, 34.970067812052704], [127.6130847817815, 34.970020910628584]]]",광양 송보파인빌7차 706동
2001,광양 송보파인빌7차,702동,0,45066,250,24,907,0,0,"MULTIPOLYGON (((127.612213492487 34.96856643005759, 127.6122252078094 34.96854416149692, 127.6122500411578 34.9685440366021, 127.6122816313023 34.96846257287288, 127.61205354979 34.96840730506509, 127.6120295276829 34.96846308043197, 127.6120517296241 34.96846829005938, 127.6120349385178 34.96851845586576, 127.6119315944123 34.96856429605062, 127.6119446969742 34.96858288844904, 127.6119210091386 34.96859277832394, 127.6119690791131 34.96866806208378, 127.6120115172795 34.96864941479511, 127.6120021362672 34.96862969730791, 127.6120550198857 34.96860543580983, 127.612037543825 34.96857886128769, 127.6120644595049 34.96856717947117, 127.6121629088237 34.96859066977056, 127.6121749274455 34.96860926759464, 127.6121200231024 34.96863264567949, 127.6122866266057 34.96888672752411, 127.6123904941426 34.96884186231935, 127.612213492487 34.96856643005759)))",24,"[[[127.61221349248696, 34.96856643005759], [127.61222520780942, 34.96854416149692], [127.61225004115776, 34.968544036602104], [127.61228163130231, 34.96846257287288], [127.61205354979005, 34.96840730506509], [127.61202952768294, 34.96846308043197], [127.61205172962414, 34.968468290059384], [127.61203493851782, 34.96851845586576], [127.61193159441234, 34.968564296050616], [127.61194469697416, 34.96858288844904], [127.61192100913856, 34.96859277832394], [127.61196907911307, 34.96866806208378], [127.61201151727953, 34.96864941479511], [127.61200213626718, 34.96862969730791], [127.6120550198857, 34.968605435809835], [127.612037543825, 34.96857886128769], [127.61206445950491, 34.96856717947117], [127.61216290882368, 34.968590669770556], [127.61217492744547, 34.968609267594644], [127.61212002310236, 34.96863264567949], [127.61228662660574, 34.96888672752411], [127.61239049414256, 34.96884186231935], [127.61221349248696, 34.96856643005759]]]",광양 송보파인빌7차 702동
